--------- beginning of main
03-04 14:59:26.587  1678  2517 D WifiClientModeImpl[7680:wlan0]: updateLinkLayerStatsRssiSpeedFrequencyCapabilities rssi=-32 TxLinkspeed=173 freq=2437 RxLinkSpeed=173
03-04 15:06:05.311  1678  2517 D WifiThroughputPredictor:  utilization (LLS) -1 isBluetoothConnected: false final utilization: 95
03-04 15:06:05.311  1678  2517 D WifiThroughputPredictor:  BW: 0 RSSI: -23 Nss: 2 Mode: 4 symDur: 3600 snrDb 57 bitPerTone: 5000 rate: 144 throughput: 90
03-04 15:06:05.315  1678  2517 D WifiScoreCard: BSSID update SIGNAL_POLL ID: 1184386015 SSID: "CPH2791 356E", BSSID: ba:1f:67:91:57:61, MAC: 16:78:c4:12:c4:32, IP: /10.222.68.90, Security type: 2, Supplicant state: COMPLETED, Wi-Fi standard: 11n, RSSI: -23, Link speed: 156Mbps, Tx Link speed: 156Mbps, Max Supported Tx Link speed: 144Mbps, Calculated Tx : 125Mbps, Rx Link speed: 173Mbps, Max Supported Rx Link speed: 144Mbps, Calculated Rx : 145Mbps, Frequency: 2437MHz, Net ID: 1, Metered hint: true, score: 60, isUsable: true, CarrierMerged: false, SubscriptionId: -1, IsPrimary: 1, Trusted: true, Restricted: false, Ephemeral: false, OEM paid: false, OEM private: false, OSU AP: false, FQDN: <none>, Provider friendly name: <none>, Requesting package name: <none>"CPH2791 356E"wpa2-pskMLO Information: , Is TID-To-Link negotiation supported by the AP: false, AP MLD Address: <none>, AP MLO Link Id: <none>, AP MLO Affiliated links: <none>, Vendor Data: <none>
03-04 15:06:05.316  1678  2517 D WifiScoreCard: txRate: 1 txSpeed: 156
03-04 15:06:05.316  1678  2517 D WifiScoreCard: network update SIGNAL_POLL "CPH2791 356E" ID: 1373722228 RSSI -23 txSpeed -1
03-04 15:06:05.317  1678  2517 D WifiClientModeImpl[7680:wlan0]:  ClientModeImpl$L2ConnectedState screen=on 24 0 "CPH2791 356E" ba:1f:67:91:57:61 rssi=-23 f=2437 sc=60 link=156 tx=0.5, 0.0, 0.0 rx=0.5 bcn=25990 [on:361 tx:12 rx:4 period:3174] from screen [on:92097 period:405060] score=60
03-04 15:06:05.317  1678  3064 I WifiService: updateWifiUsabilityScore uid=10195 seqNum=801 score=100 predictionHorizonSec=1638403
03-04 15:06:05.355  1678  2526 D ConnectivityService: NetReassign [no changes] [c 7] [a 5] [i 15]
03-04 15:06:05.476   925  3187 I bthal.activity: bt_power: LeAdvStat: 15:06:04:367 - 15:06:05:476, duration: 1108, le_adv_count: 4, total_le_adv_count: 10997, total_event_count: 0
03-04 15:06:05.729  1140  1140 W [07:06:05.727248][dhd][wlan]dhdpcie_bus_suspend: .. [07:06:05.729004][dhd][wlan]base_addr0=0x60800004
03-04 15:06:05.750  1140  1140 W [07:06:05.748260][dhd][wlan]dhd_plat_l1ss_ctrl: Control L1ss RC side 0
03-04 15:06:05.751  1140  1140 W [07:06:05.748348][dhd][wlan]dhd_pcie_l1ss_ctrl: Set aspm link state 0 (support_l1ss = 1)
03-04 15:06:05.766  1140  1140 I google-pcie 3c500000.pcie: Link down
03-04 15:06:05.933  1532  1563 I pixel-thermal: BG_TASKS_THROTTLING_TRIGGER:29566.8 raw data: BG_TASKS_THROTTLING_TRIGGER:29566.8 VIRTUAL-SKIN:29566.8 VIRTUAL-SKIN-EQ:29566.8 VIRTUAL-SKIN-LEGACY:29899 VIRTUAL-SKIN-LEGACY-MODEL-DIFF:344.332 VIRTUAL-SKIN-LEGACY-SHUTDOWN:0 VIRTUAL-SKIN-MODEL:29554.7 VIRTUAL-SKIN-MODEL-CLAMPED:29554.7 VIRTUAL-SKIN-MODEL-LEGACY-DIFF:-344.332 VIRTUAL-SKIN-MODEL-UPDATED:29566.8 VIRTUAL-SKIN-MODEL-UPPER-CLAMPED:29554.7 VIRTUAL-SKIN-SUB-0:29797.9 VIRTUAL-SKIN-SUB-1:29899 VIRTUAL-SKIN-SUB-2:29519.7 VIRTUAL-SKIN-SUB-3:29743.7 VIRTUAL-SKIN-SUB-4:29768.3 VT_LEGACY_WEIGHT:0 VT_MODEL_WEIGHT:1 charging_therm:30866 disp0_therm:28810 flash_therm:29480 north_therm:30132 quiet_therm:30189 rfpa_therm:30178 soc_therm:30489 usb_pwr_therm:28368 
03-04 15:06:05.935  1532  1563 I pixel-thermal: No valid prediction samples found for sensor VIRTUAL-SKIN-PREDICTION-MODEL at -60000ms
03-04 15:06:05.935  1532  1563 I pixel-thermal: VT-FORECAST-ERROR-60SEC data is under collecting
03-04 15:06:05.935  1532  1563 I pixel-thermal: STATS-UPDATOR data is under collecting
03-04 15:06:05.935  1532  1563 I pixel-thermal: Thermal sensor STATS-UPDATOR is under collecting
03-04 15:06:05.935  1532  1563 I pixel-thermal: thermalWatcherCallbackFunc: data under collecting for sensor: STATS-UPDATOR
03-04 15:06:06.007  3230  5535 I NearbyDiscovery: BloomFilterAdvManager: Detected bloom filter but too far away, ignoring. 89.12509381337455m, mac=XX:XX:XX:XX:EE:6C [CONTEXT service_id=265 group_by="4A:F5:F1:59:EE:6C" ratelimit_period="30 SECONDS" ]
03-04 15:06:07.040   925  3187 I bthal.activity: bt_power: LeAdvStat: 15:06:05:969 - 15:06:07:039, duration: 1069, le_adv_count: 5, total_le_adv_count: 11002, total_event_count: 0
03-04 15:06:07.307  3230  5535 I NearbyDiscovery: [trigger-id=Scan7128304F] FastPairCache: Bloom filter changed, mac=XX:XX:XX:XX:8A:97, newData=10509031d7a20121c926462603114c1a13e275b3, oldData=10506401b0e30821a9e1465564a6c41a6082c23b, scanMode=1 [CONTEXT service_id=265 ]
03-04 15:06:07.513  2801  3213 W BluetoothRemoteDevices: Address type mismatch for XX:XX:XX:XX:4C:56, new type: 1
03-04 15:06:07.526  3230  5535 I NearbyDiscovery: BloomFilterAdvManager: Detected bloom filter but too far away, ignoring. 4.466835921509632m, mac=XX:XX:XX:XX:4C:56 [CONTEXT service_id=265 group_by="73:BC:DF:77:4C:56" ratelimit_period="30 SECONDS" ]
03-04 15:06:07.837  1016  1016 I google-wdt 200c4000.watchdog_cl0: keepalive, GTC: 6893.734147317
03-04 15:06:07.837  1016  1016 I google-wdt 200c5000.watchdog_cl1: keepalive, GTC: 6893.734250338
03-04 15:06:07.972  1532  1563 I pixel-thermal: BG_TASKS_THROTTLING_TRIGGER:29561.9 raw data: BG_TASKS_THROTTLING_TRIGGER:29561.9 VIRTUAL-SKIN:29561.9 VIRTUAL-SKIN-EQ:29561.9 VIRTUAL-SKIN-LEGACY:29892.8 VIRTUAL-SKIN-LEGACY-MODEL-DIFF:338.164 VIRTUAL-SKIN-LEGACY-SHUTDOWN:0 VIRTUAL-SKIN-MODEL:29554.7 VIRTUAL-SKIN-MODEL-CLAMPED:29554.7 VIRTUAL-SKIN-MODEL-LEGACY-DIFF:-338.164 VIRTUAL-SKIN-MODEL-UPDATED:29561.9 VIRTUAL-SKIN-MODEL-UPPER-CLAMPED:29554.7 VIRTUAL-SKIN-SUB-0:29796 VIRTUAL-SKIN-SUB-1:29892.8 VIRTUAL-SKIN-SUB-2:29516.5 VIRTUAL-SKIN-SUB-3:29740.8 VIRTUAL-SKIN-SUB-4:29766.6 VT_LEGACY_WEIGHT:0 VT_MODEL_WEIGHT:1 charging_therm:30856 disp0_therm:28818 flash_therm:29479 north_therm:30118 quiet_therm:30183 rfpa_therm:30163 soc_therm:30472 usb_pwr_therm:28372 
03-04 15:06:07.973  1532  1563 I pixel-thermal: No valid prediction samples found for sensor VIRTUAL-SKIN-PREDICTION-MODEL at -60000ms
03-04 15:06:07.973  1532  1563 I pixel-thermal: VT-FORECAST-ERROR-60SEC data is under collecting
03-04 15:06:07.973  1532  1563 I pixel-thermal: STATS-UPDATOR data is under collecting
03-04 15:06:07.973  1532  1563 I pixel-thermal: Thermal sensor STATS-UPDATOR is under collecting
03-04 15:06:07.973  1532  1563 I pixel-thermal: thermalWatcherCallbackFunc: data under collecting for sensor: STATS-UPDATOR
03-04 15:06:08.266   936   936 W healthd : battery l=100 v=4459 t=28.9 h=2 st=5 c=10937 fc=5067500 cc=42 chg=u
03-04 15:06:08.324   999  1084 I WifiHAL : Creating message to get link statistics; iface = 47
03-04 15:06:08.330  1140  1140 W [07:06:08.328255][dhd][wlan]dhdpcie_bus_suspend: .. [07:06:08.329214][dhd][wlan]base_addr0=0xffffffff
03-04 15:06:08.368  1140  1140 I google-pcie 3c500000.pcie: Link up
03-04 15:06:08.371  1140  1140 I dhdpcie 0001: 01:00.0: enabling device (0000 -> 0002)
03-04 15:06:08.371  1140  1140 W [07:06:08.368886][dhd][wlan]dhd_plat_l1ss_ctrl: Control L1ss RC side 1
03-04 15:06:08.371  1140  1140 W [07:06:08.368937][dhd][wlan]dhd_pcie_l1ss_ctrl: Set aspm link state 1e (support_l1ss = 1)
03-04 15:06:08.371  1140  1140 W [07:06:08.369160][dhd][wlan]dhd_bus_dump_dar_registers: dar_clk_ctrl(0xa08:0x10040) dar_pwr_ctrl(0xa0c:0x10000) dar_intstat(0xa10:0x4000000)
03-04 15:06:08.371  1140  1140 W [07:06:08.369250][dhd][wlan]dhd_bus_dump_dar_registers: dar_errlog(0xa60:0x0) dar_erraddr(0xa64:0x0) dar_pcie_mbint(0xa68:0x0)
03-04 15:06:08.390     0     0 W [    C6] [07: 06:08.387618][dhd][wlan]D2H_MB_DATA: D0 ACK
03-04 15:06:08.420     0     0 W [    C6] [07: 06:08.417547][dhd][wlan]dhd_bus_handle_mb_data: Do not send DS-ACK, host_active_cnt is 1
03-04 15:06:08.420     0     0 W [    C6] [07: 06:08.417658][dhd][wlan][Repeats 3 times]
03-04 15:06:08.429  1084  1084 W [07:06:08.426778][cfg80211][wlan] wl_update_ml_link_stat: num_rate 36
03-04 15:06:08.437   999  1084 E libbinder.IPCThreadState: binder thread pool (1 threads) starved for 113 ms
03-04 15:06:08.438   999  1084 I WifiHAL : Getting cached scan results, iface handle = 0xb40000766945c690
03-04 15:06:08.438   999  1084 E WifiHAL : Creating message to get cached scan results
03-04 15:06:08.452   999  1084 I WifiHAL : In GetCachedScanResultsCommand::handleResponse
03-04 15:06:08.477  2737  2737 W [07:06:08.475103][cfg80211][wlan] wl_cfgvif_get_channel: [wlan0] freq:2437 width:1 chanspec:0x1006
03-04 15:06:08.481  1678  2517 D WifiClientModeImpl[7680:wlan0]: updateLinkLayerStatsRssiSpeedFrequencyCapabilities rssi=-24 TxLinkspeed=173 freq=2437 RxLinkSpeed=173
03-04 15:06:08.485  1678  2517 D WifiDataStall: tx tput in kbps: 125043
03-04 15:06:08.485  1678  2517 D WifiDataStall: rx tput in kbps: 145968
03-04 15:06:08.488  1678  2517 V WifiConfigManager: Updating scan detail cache freq=2437 BSSID=ba:1f:67:91:57:61 RSSI=-23 for "CPH2791 356E"WPA_PSK
03-04 15:06:08.489  1678  2517 D WifiDataStall:  use default cca Level
03-04 15:06:08.489  1678  2517 D WifiDataStall:  ccaLevel = 40
03-04 15:06:08.492  1678  2517 D WifiDataStall: L2 txTputKbps: 125043, rxTputKbps: 145968, L3 txTputKbps: 0, rxTputKbps: 0, TxTrafficHigh: false, RxTrafficHigh: false, Throughput Sufficient: true
03-04 15:06:08.501  1678  2517 D WifiThroughputPredictor:  utilization (LLS) -1 isBluetoothConnected: false final utilization: 95
03-04 15:06:08.501  1678  2517 D WifiThroughputPredictor:  BW: 0 RSSI: -24 Nss: 2 Mode: 4 symDur: 3600 snrDb 56 bitPerTone: 5000 rate: 144 throughput: 90
03-04 15:06:08.501  1678  2517 D WifiThroughputPredictor:  utilization (LLS) -1 isBluetoothConnected: false final utilization: 95
03-04 15:06:08.501  1678  2517 D WifiThroughputPredictor:  BW: 0 RSSI: -24 Nss: 2 Mode: 4 symDur: 3600 snrDb 56 bitPerTone: 5000 rate: 144 throughput: 90
03-04 15:06:08.519  1678  3064 I WifiService: updateWifiUsabilityScore uid=10195 seqNum=802 score=100 predictionHorizonSec=1638403
03-04 15:06:08.521  1678  2517 D WifiScoreCard: BSSID update SIGNAL_POLL ID: 1184386015 SSID: "CPH2791 356E", BSSID: ba:1f:67:91:57:61, MAC: 16:78:c4:12:c4:32, IP: /10.222.68.90, Security type: 2, Supplicant state: COMPLETED, Wi-Fi standard: 11n, RSSI: -24, Link speed: 156Mbps, Tx Link speed: 156Mbps, Max Supported Tx Link speed: 144Mbps, Calculated Tx : 125Mbps, Rx Link speed: 173Mbps, Max Supported Rx Link speed: 144Mbps, Calculated Rx : 145Mbps, Frequency: 2437MHz, Net ID: 1, Metered hint: true, score: 60, isUsable: true, CarrierMerged: false, SubscriptionId: -1, IsPrimary: 1, Trusted: true, Restricted: false, Ephemeral: false, OEM paid: false, OEM private: false, OSU AP: false, FQDN: <none>, Provider friendly name: <none>, Requesting package name: <none>"CPH2791 356E"wpa2-pskMLO Information: , Is TID-To-Link negotiation supported by the AP: false, AP MLD Address: <none>, AP MLO Link Id: <none>, AP MLO Affiliated links: <none>, Vendor Data: <none>
03-04 15:06:08.521  1678  2517 D WifiScoreCard: txRate: 1 txSpeed: 156
03-04 15:06:08.521  1678  2517 D WifiScoreCard: network update SIGNAL_POLL "CPH2791 356E" ID: 1373722228 RSSI -24 txSpeed -1
03-04 15:06:08.523  1678  2517 D WifiClientModeImpl[7680:wlan0]:  ClientModeImpl$L2ConnectedState screen=on 24 0 "CPH2791 356E" ba:1f:67:91:57:61 rssi=-24 f=2437 sc=60 link=156 tx=0.1, 0.0, 0.0 rx=0.2 bcn=26012 [on:209 tx:0 rx:0 period:3202] from screen [on:92306 period:408266] score=60
03-04 15:06:08.555   925  3187 I bthal.activity: bt_power: LeAdvStat: 15:06:07:281 - 15:06:08:555, duration: 1274, le_adv_count: 6, total_le_adv_count: 11008, total_event_count: 0
03-04 15:06:08.563  1678  2526 D ConnectivityService: NetReassign [no changes] [c 12] [a 6] [i 15]
03-04 15:06:08.738  1532  1563 I pixel-thermal: VIRTUAL-SKIN-SPEAKER-MODEL: model_input: [30856.00 28818.00 29479.00 30118.00 30183.00 30163.00 30472.00 28372.00 ]
03-04 15:06:08.739  1532  1563 I native  : I0000 00:00:1772607968.739121    1563 thermal_tflite_wrapper.cc:261] ThermalTfliteInvoke
03-04 15:06:08.739  1532  1563 I pixel-thermal: VIRTUAL-SKIN-SPEAKER-MODEL: model_output: [29046.9 ]
03-04 15:06:08.739  1532  1563 I pixel-thermal: VIRTUAL-SKIN-SPEAKER-MODEL: predicted_value: [29046.9 ]
03-04 15:06:08.739  1532  1563 I pixel-thermal: VIRTUAL-SKIN-SPEAKER:29.0598 raw data: VIRTUAL-SKIN-SPEAKER:29059.8 VIRTUAL-SKIN-SPEAKER-LEGACY:29414.4 VIRTUAL-SKIN-SPEAKER-LEGACY-MODEL-DIFF:367.525 VIRTUAL-SKIN-SPEAKER-MODEL:29046.9 VIRTUAL-SKIN-SPEAKER-MODEL-CLAMPED:29046.9 VIRTUAL-SKIN-SPEAKER-MODEL-LEGACY-DIFF:-367.525 VIRTUAL-SKIN-SPEAKER-MODEL-UPPER-CLAMPED:29046.9 VIRTUAL-SKIN-SPEAKER-SUB-0:29399.3 VIRTUAL-SKIN-SPEAKER-SUB-1:29414.4 VT_SPEAKER_LEGACY_WEIGHT:0 VT_SPEAKER_MODEL_WEIGHT:1 charging_therm:30856 disp0_therm:28818 flash_therm:29479 north_therm:30118 quiet_therm:30183 rfpa_therm:30163 soc_therm:30472 usb_pwr_therm:28372 
03-04 15:06:08.739  1532  1563 I pixel-thermal: soc_therm:30.472 raw data: soc_therm:30472 
03-04 15:06:08.739  1532  1563 I pixel-thermal: VIRTUAL-SKIN-PREDICTION-MODEL: model_input: [30118.00 29479.00 30472.00 30163.00 30856.00 28818.00 28372.00 30183.00 29561.93 ]
03-04 15:06:08.740  1532  1563 I native  : I0000 00:00:1772607968.740020    1563 thermal_tflite_wrapper.cc:261] ThermalTfliteInvoke
03-04 15:06:08.741  1532  1563 I pixel-thermal: VIRTUAL-SKIN-PREDICTION-MODEL: model_output: [29059.6 29129.5 29192.1 29256.5 29332.6 29423.4 29512 29598.8 29676.7 29758.7 ]
03-04 15:06:08.741  1532  1563 I pixel-thermal: VIRTUAL-SKIN-PREDICTION-MODEL: predicted_value: [29059.6 29129.5 29192.1 29256.5 29332.6 29423.4 29512 29598.8 29676.7 29758.7 ]
03-04 15:06:08.741  1532  1563 I pixel-thermal: No valid prediction samples found for sensor VIRTUAL-SKIN-PREDICTION-MODEL at -60000ms
03-04 15:06:08.741  1532  1563 I pixel-thermal: VT-FORECAST-ERROR-60SEC data is under collecting
03-04 15:06:08.741  1532  1563 I pixel-thermal: STATS-UPDATOR data is under collecting
03-04 15:06:08.741  1532  1563 I pixel-thermal: Thermal sensor STATS-UPDATOR is under collecting
03-04 15:06:08.741  1532  1563 I pixel-thermal: thermalWatcherCallbackFunc: data under collecting for sensor: STATS-UPDATOR
03-04 15:06:09.005  1140  1140 W [07:06:09.003183][dhd][wlan]dhdpcie_bus_suspend: .. [07:06:09.004964][dhd][wlan]base_addr0=0x60800004
03-04 15:06:09.027  1140  1140 W [07:06:09.024926][dhd][wlan]dhd_plat_l1ss_ctrl: Control L1ss RC side 0
03-04 15:06:09.027  1140  1140 W [07:06:09.025005][dhd][wlan]dhd_pcie_l1ss_ctrl: Set aspm link state 0 (support_l1ss = 1)
03-04 15:06:09.043  1140  1140 I google-pcie 3c500000.pcie: Link down
03-04 15:06:09.293  1140  1140 W [07:06:09.291201][dhd][wlan]dhdpcie_bus_suspend: .. [07:06:09.291360][dhd][wlan]base_addr0=0xffffffff
03-04 15:06:09.322  1140  1140 I google-pcie 3c500000.pcie: Link up
03-04 15:06:09.324  1140  1140 I dhdpcie 0001: 01:00.0: enabling device (0000 -> 0002)
03-04 15:06:09.325  1140  1140 W [07:06:09.322508][dhd][wlan]dhd_plat_l1ss_ctrl: Control L1ss RC side 1
03-04 15:06:09.325  1140  1140 W [07:06:09.322569][dhd][wlan]dhd_pcie_l1ss_ctrl: Set aspm link state 1e (support_l1ss = 1)
03-04 15:06:09.326  1140  1140 W [07:06:09.323952][dhd][wlan]dhd_bus_dump_dar_registers: dar_clk_ctrl(0xa08:0x30040) dar_pwr_ctrl(0xa0c:0x30000) dar_intstat(0xa10:0x4000000)
03-04 15:06:09.326  1140  1140 W [07:06:09.324072][dhd][wlan]dhd_bus_dump_dar_registers: dar_errlog(0xa60:0x0) dar_erraddr(0xa64:0x0) dar_pcie_mbint(0xa68:0x0)
03-04 15:06:09.341     0     0 W [    C6] [07: 06:09.338630][dhd][wlan]D2H_MB_DATA: D0 ACK
03-04 15:06:09.796  2801  3213 W BluetoothRemoteDevices: Address type mismatch for XX:XX:XX:XX:4C:56, new type: 1
03-04 15:06:09.800  3230  5535 I NearbyDiscovery: BloomFilterAdvManager: Detected bloom filter but too far away, ignoring. 12.589254117941675m, mac=XX:XX:XX:XX:4C:56 [CONTEXT service_id=265 group_by="73:BC:DF:77:4C:56" ratelimit_period="30 SECONDS" ]
03-04 15:06:09.953  1140  1140 W [07:06:09.950569][dhd][wlan]dhdpcie_bus_suspend: .. [07:06:09.953983][dhd][wlan]base_addr0=0x60800004
03-04 15:06:09.978  1140  1140 W [07:06:09.975940][dhd][wlan]dhd_plat_l1ss_ctrl: Control L1ss RC side 0
03-04 15:06:09.978  1140  1140 W [07:06:09.976009][dhd][wlan]dhd_pcie_l1ss_ctrl: Set aspm link state 0 (support_l1ss = 1)
03-04 15:06:09.993  1140  1140 I google-pcie 3c500000.pcie: Link down
03-04 15:06:10.006  1532  1563 I pixel-thermal: VIRTUAL-SKIN-MODEL: model_input: [30845.00 28818.00 29472.00 30100.00 30175.00 30155.00 30458.00 28373.00 ]
03-04 15:06:10.006  1532  1563 I native  : I0000 00:00:1772607970.006533    1563 thermal_tflite_wrapper.cc:261] ThermalTfliteInvoke
03-04 15:06:10.007  1532  1563 I pixel-thermal: VIRTUAL-SKIN-MODEL: model_output: [29542.7 ]
03-04 15:06:10.007  1532  1563 I pixel-thermal: VIRTUAL-SKIN-MODEL: predicted_value: [29542.7 ]
03-04 15:06:10.007  1532  1563 I pixel-thermal: BG_TASKS_THROTTLING_TRIGGER:29554.2 raw data: BG_TASKS_THROTTLING_TRIGGER:29554.2 VIRTUAL-SKIN:29554.2 VIRTUAL-SKIN-EQ:29554.2 VIRTUAL-SKIN-LEGACY:29882.1 VIRTUAL-SKIN-LEGACY-MODEL-DIFF:339.436 VIRTUAL-SKIN-LEGACY-SHUTDOWN:0 VIRTUAL-SKIN-MODEL:29542.7 VIRTUAL-SKIN-MODEL-CLAMPED:29542.7 VIRTUAL-SKIN-MODEL-LEGACY-DIFF:-339.436 VIRTUAL-SKIN-MODEL-UPDATED:29554.2 VIRTUAL-SKIN-MODEL-UPPER-CLAMPED:29542.7 VIRTUAL-SKIN-SUB-0:29790.3 VIRTUAL-SKIN-SUB-1:29882.1 VIRTUAL-SKIN-SUB-2:29511 VIRTUAL-SKIN-SUB-3:29735.4 VIRTUAL-SKIN-SUB-4:29760.5 VT_LEGACY_WEIGHT:0 VT_MODEL_WEIGHT:1 charging_therm:30845 disp0_therm:28818 flash_therm:29472 north_therm:30100 quiet_therm:30175 rfpa_therm:30155 soc_therm:30458 usb_pwr_therm:28373 
03-04 15:06:10.008  1532  1563 I pixel-thermal: No valid prediction samples found for sensor VIRTUAL-SKIN-PREDICTION-MODEL at -60000ms
03-04 15:06:10.008  1532  1563 I pixel-thermal: VT-FORECAST-ERROR-60SEC data is under collecting
03-04 15:06:10.008  1532  1563 I pixel-thermal: STATS-UPDATOR data is under collecting
03-04 15:06:10.008  1532  1563 I pixel-thermal: Thermal sensor STATS-UPDATOR is under collecting
03-04 15:06:10.008  1532  1563 I pixel-thermal: thermalWatcherCallbackFunc: data under collecting for sensor: STATS-UPDATOR
03-04 15:06:10.348  1532  1563 I pixel-thermal: BG-TASKS-THROTTLING-HINT:0 raw data: BATTERY-CAPACITY-LEVEL:5 BG-TASKS-THROTTLING-EXP-PROPERTY:0 BG-TASKS-THROTTLING-HINT:0 BG_TASKS_THROTTLING_COUNT:1 BG_TASKS_THROTTLING_LEVEL:0 IS_BG_TASKS_THROTTLING_ACTIVE:0 IS_CHARGING:1 thb_hda:54 
03-04 15:06:10.349  1532  1563 I pixel-thermal: No valid prediction samples found for sensor VIRTUAL-SKIN-PREDICTION-MODEL at -60000ms
03-04 15:06:10.349  1532  1563 I pixel-thermal: VT-FORECAST-ERROR-60SEC data is under collecting
03-04 15:06:10.349  1532  1563 I pixel-thermal: STATS-UPDATOR data is under collecting
03-04 15:06:10.349  1532  1563 I pixel-thermal: Thermal sensor STATS-UPDATOR is under collecting
03-04 15:06:10.350  1532  1563 I pixel-thermal: thermalWatcherCallbackFunc: data under collecting for sensor: STATS-UPDATOR
03-04 15:06:10.836   925  3187 I bthal.activity: bt_power: LeAdvStat: 15:06:08:803 - 15:06:10:836, duration: 2033, le_adv_count: 7, total_le_adv_count: 11015, total_event_count: 0
03-04 15:06:11.075  2801  3213 W BluetoothRemoteDevices: Address type mismatch for XX:XX:XX:XX:4C:56, new type: 1
03-04 15:06:11.082  3230  5535 I NearbyDiscovery: BloomFilterAdvManager: Detected bloom filter but too far away, ignoring. 14.12537544622754m, mac=XX:XX:XX:XX:4C:56 [CONTEXT service_id=265 group_by="73:BC:DF:77:4C:56" ratelimit_period="30 SECONDS" ]
03-04 15:06:11.446  1140  1140 W [07:06:11.443707][dhd][wlan]dhdpcie_bus_suspend: .. [07:06:11.443882][dhd][wlan]base_addr0=0xffffffff
03-04 15:06:11.484  1140  1140 I google-pcie 3c500000.pcie: Link up
03-04 15:06:11.486  1140  1140 I dhdpcie 0001: 01:00.0: enabling device (0000 -> 0002)
03-04 15:06:11.486  1140  1140 W [07:06:11.483824][dhd][wlan]dhd_plat_l1ss_ctrl: Control L1ss RC side 1
03-04 15:06:11.486  1140  1140 W [07:06:11.483870][dhd][wlan]dhd_pcie_l1ss_ctrl: Set aspm link state 1e (support_l1ss = 1)
03-04 15:06:11.486  1140  1140 W [07:06:11.484077][dhd][wlan]dhd_bus_dump_dar_registers: dar_clk_ctrl(0xa08:0x30040) dar_pwr_ctrl(0xa0c:0x30000) dar_intstat(0xa10:0x4000000)
03-04 15:06:11.486  1140  1140 W [07:06:11.484160][dhd][wlan]dhd_bus_dump_dar_registers: dar_errlog(0xa60:0x0) dar_erraddr(0xa64:0x0) dar_pcie_mbint(0xa68:0x0)
03-04 15:06:11.501     0     0 W [    C6] [07: 06:11.499224][dhd][wlan]D2H_MB_DATA: D0 ACK
03-04 15:06:11.529   999  1084 I WifiHAL : Creating message to get link statistics; iface = 47
03-04 15:06:11.565  1084  1084 W [07:06:11.562824][cfg80211][wlan] wl_update_ml_link_stat: num_rate 36
03-04 15:06:11.575   999  1084 I WifiHAL : Getting cached scan results, iface handle = 0xb40000766945c690
03-04 15:06:11.575   999  1084 E WifiHAL : Creating message to get cached scan results
03-04 15:06:11.592   999  1084 I WifiHAL : In GetCachedScanResultsCommand::handleResponse
03-04 15:06:11.625  2737  2737 W [07:06:11.622437][cfg80211][wlan] wl_cfgvif_get_channel: [wlan0] freq:2437 width:1 chanspec:0x1006
03-04 15:06:11.626  1678  2517 D WifiClientModeImpl[7680:wlan0]: updateLinkLayerStatsRssiSpeedFrequencyCapabilities rssi=-23 TxLinkspeed=173 freq=2437 RxLinkSpeed=173
03-04 15:06:11.630  1678  2517 D WifiDataStall: tx tput in kbps: 125043
03-04 15:06:11.631  1678  2517 D WifiDataStall: rx tput in kbps: 145968
03-04 15:06:11.631  1678  2517 V WifiConfigManager: Updating scan detail cache freq=2437 BSSID=ba:1f:67:91:57:61 RSSI=-23 for "CPH2791 356E"WPA_PSK
03-04 15:06:11.632  1678  2517 D WifiDataStall:  use default cca Level
03-04 15:06:11.632  1678  2517 D WifiDataStall:  ccaLevel = 40
03-04 15:06:11.633  1678  2517 D WifiDataStall: L2 txTputKbps: 125043, rxTputKbps: 145968, L3 txTputKbps: 0, rxTputKbps: 1, TxTrafficHigh: false, RxTrafficHigh: false, Throughput Sufficient: true
03-04 15:06:11.637  1678  2517 D WifiThroughputPredictor:  utilization (LLS) -1 isBluetoothConnected: false final utilization: 95
03-04 15:06:11.637  1678  2517 D WifiThroughputPredictor:  BW: 0 RSSI: -23 Nss: 2 Mode: 4 symDur: 3600 snrDb 57 bitPerTone: 5000 rate: 144 throughput: 90
03-04 15:06:11.637  1678  2517 D WifiThroughputPredictor:  utilization (LLS) -1 isBluetoothConnected: false final utilization: 95
03-04 15:06:11.637  1678  2517 D WifiThroughputPredictor:  BW: 0 RSSI: -23 Nss: 2 Mode: 4 symDur: 3600 snrDb 57 bitPerTone: 5000 rate: 144 throughput: 90
